"","content","rating","date"
"27","Offensive, crude, stupid, inappropriate, made to numb your brain. I want to break the TV when just a commercial for this comes on! When I watched an episode, omg I got soo angry, and sad that this garbage is considered quality today. This is childish, unfunny mediocre humor at it's lowest, this show is also gross and wayyy too sexually charged!!! For goodness sake, Lord spare me from this awfulness! I hate Seth, he's the one writing this junk that for some reason idiots enjoy!! It's just sad that this is held high in our society, people getting comically killed, an annoying little evil child named Stewie being Freakin' annoying for 30 minutes!! Watch a GOOD TV show, not this TRASH!!","1","21 March 2015"
"28","This show is funny, witty and great!
Yes it has gotten worse over the years, but the episodes are still full of good jokes and interesting messages that I still watch it today!in fact, After Season 12-13's gross-out phase, the show has gotten better since, so i still think it's worth watching.","10","12 March 2020"
"29","(spoiler) In 1999, Fox aired quite possibly the worst series ever to grace television, a horrible little show named Family Guy. It had ugly, rigid animation, and stale, unfunny, and extremely repetitive jokes. Repetitive in how, you would ask? Well, the jokes either came in one of two kinds...1. They would try to make the lazy, ugly as sin father, Peter Griffin, a man with the most ANNOYING voice in history(so annoying I would love to take some scissors to his throat to shut him up) as much of a jerk as possible, for example, one episode he makes fun of a guy for being sad that his mom died(HYSTERICAL!). Repeat to death. Oh, yeah, real funny. I'm practically dying from laughter right now.2. They randomly take a popular fictional character, such as Spider-man, or Mickey Mouse, or Indiana Jones or someone randomly pop up. Then, they repeatedly do this to fill in a full half-hour. Ohhhh, INCREDIBLY funny. Okay, there is occasionally...3. Something where they just do something completely offensive. One episode I did unfortunately watch had them completely portraying Walt Disney as a sick, perverted sleaze ball. I'm sorry, but that is completely rude and disrespectful, and especially out of line for creator(and voice of about 91% of the cast) Seth MacFarlane. After all, if it wasn't for animation innovators like Walt Disney, Seth would probably be stuck in some dead-end job.This sorry excuse for a series was horrible, with the laziest writing I have ever seen for a TV show(no, I am not counting reality TV). This series was a complete piece of crap. Apparently, FOX FINALLY realized this, and canceled it in 2001. While still hardly perfect, it was at least one actually intelligent move they made. Three years later, some moron apparently decided to bring this abomination back. Why!? Why must FOX destroy the rest of their respect(although, why should I care?)? I guess they must only be happy if they're showing piles of puke that try to pass themselves off as TV shows, since they went out of their way to put Family Guy back on the air. What can I say? This has to be FOX's worst mistake since canceling Firefly, or Futurama(then again though, at least that kept the show from growing stale, unlike the Simpsons, which has now become arguably worse than even Family Guy). Well, I hope for their sake FOX realizes what a stupid mistake they're making. Somehow though, I severely doubt it.",NA,"29 December 2004"
"30","Great cartoon. Lots of drinking and fighting. I love the brutal fight he had with the chicken.","10","2 April 2020"
"31","Pretty much everyone knows what this show is. I really like it, but it uses a lot of low-brow humor. If you're into that, you'll love this show.","10","4 April 2020"
"32","The best part of this show has always been, and will always be, Adam West!","7","19 July 2020"
"33","Without a doubt, ""The Family Guy"" is the *BEST* new show on television. With characters like the diabolical baby Stewie, bent on world-domination, you can't lose. This show is part of my television watching ritual every week. It has not disappointed me yet. Give it a try.","5","6 May 1999"
"34","This show was smart, this show was funny, and now its very bad. I don't recommend the new seasons at all. In my opinion you should stop watching the show after season 8.","7","7 August 2021"
"35","July 4th Family Guy is hilarious, burst out laughing, and exceptional timing.","9","5 July 2021"
"36","I really hated the fact that they always say they are a worse version from Simpsons","10","12 August 2020"
"37","With some good absurdist humor and quick jabs at referances, it fine overall. after a couple of seasons the content gets stale, but usually you'll laugh once per episode.6/10: out of its prime, but sill above average","6","6 January 2020"
"38","""Family Guy"" perhaps doesn't have the wit, political undertones, and all-in satire of counterparts such as ""South Park"". But it is truly entertaining and funny nonetheless. Its ""everything goes"" mentality in terms of humor is something that makes the show unpredictable and original, and while many find the cutaway gags unimaginative, I think it makes it stand out from the other animated adult comedies out there. While ""The Simpsons"" feels as relevant as ""Married... With Children"" (not saying that they suck), ""Family Guy""'s smaller yet crazy character gallery and talented cast makes the series stay topical, interesting and hysterically fun.","8","22 July 2019"
"39","Shame on Fox for mishandling this show! As with ""Futurama"", scheduling problems made this show impossible to find on a regular basis. But it was worth hunting down - this show is funny, surreal, and offensive. Wittier than South Park (and more un-PC, too) and more original plots than The Simpsons, this show is hysterical. This show is also primarily for twentysomething kids who can ""get"" the references to Big League Chew, Kool-Aid, and that episode of ""Who's the Boss?"" where Tony sees Angela naked in the shower. I could tell this show was scripted by people my age, and that made it even cooler to me. I can't wait to own all of the episodes on DVD. Watch it on Cartoon Network as part of their Adult Swim line-up if you're uncertain, but you'd have to be crazy not to love this show.",NA,"15 April 2003"
"40","Well, Family Guy has garnered my attention, until recent years.Like many shows, it has taken a serious dip in quality. I found the more recent episodes/seasons have been more political, and less about the characters.I remember watching a recent episode, and then watching the very first episode, 'Death has a Shadow'... Did I then realize that the show isn't once what it was...I loved the earlier seasons, as it was Family Guy the way it was meant to be... Offensive, disgusting, crude, you name it. This show has taken a step away from that, and that was the very thing I loved about the show.Don't get me wrong, there a couple good episodes in the newer seasons, such as 'Road to Multiverse', or 'Back to the Pilot', but I wish the newer seasons were more consistent in good content, such as the latter and/or the former.As a Family Guy fan, I recommend only watching up to season 4. Anything past season 4 is where the quality takes a dive.The first 4 seasons are pure comedy gold.Regardless of the lackluster quality in newer seasons, my thoughts in seasons 1-4 are that the show is fantastic. It is the reason why I give this a show a watch, and a high rating. The characters are so crude, and humorous, that I remember almost losing my breath, since I would laugh so much.The parts that 'kill' me, are when Peter would have flashbacks or made up thoughts in his head about prospects of his life... Pure genius.If you are a person that wants to watch this, again, I would only watch up to the end of season 4. Past that is mostly irrelevant.","7","24 January 2015"
"41","This is the greatest show ever made next to south park. I love this show! it is so funny, and Peter's laugh is hilarious. You need to watch this show right away for the few people who have never seen this show before. One of my favorite shows of all time.If you can, try to see some of the later episodes such as I dream of Jesus, or Tales of a third grade nothing. But there's never been an episode I didn't like. All of the episodes are absolutely hilarious. It's got a great satire to it as well. You can find a lot of clips on you tube. If you're somewhere near a computer or a TV see it right away however you can.","10","10 January 2009"
"42","Easily one of the greatest animated comedies in television history.","10","8 August 2021"
"43","Family Guy this is such a easy 10 out of 10. I use to Really like The Simpsons when I was younger. I was like oh no way there will never be another ADULT CARTOON LIKE THE SIMPSONS LOL.
Ya Wright Oh my GOD FAMILY GUY KILLS THE SIMPSONS. Ok I don't MIND THE SIMPSONS Bart is Pretty Cool.
But Family Guy is Crazy, Insane, off the Wall the baby is Nuts. The Dog is a Lover, The Daughter is Pretty Groose, The Son is Weird, Daddy is not to Bright, Mommy is Hot Lol. The Police man is in a Wheelchair, The man in the neighborhood is a Perfect, ( and his Daddy is a Woman)
Just a Crazy funny <U+0001F4AF> PERCENT ADULT CARTOON.","10","25 February 2021"
"44","While I know that I run the risk of being chased out of town for saying this, I feel that since the beginning of Season 5, the show has lost its edge.90% of the jokes in ""Family Guy"" fall into one of 3 categories: 1) Jokes making fun of pop culture (especially old TV shows and celebrities) 2) Gags that run so long that they become absurd 3) Flashbacks, most of the time introduced with ""This is more ___ than that time I ___""I'm sure that a lot of people find this stuff funny, but after 4 seasons with this kind of humour, it just becomes so expected that it ends up being routine. This doesn't do it for me.I still like this show and I think it has a lot of potential, but it needs some new ideas!","6","26 September 2005"
"45","There are people who love this show, fair enough. I am not saying you are stupid for liking Family Guy, for that would make me very heartless, but I am really sorry, but I could never get into the show. Don't get me wrong I love animation, I grew up on animated shows from the 80s and 90s, I still watch Disney and I love The Simpsons(before it jumped the shark that is) and Futurama, because they were fun and original. The first thing I don't like about Family Guy is that it is neither funny or original. Some of the plot lines are recycled from some of the weaker plot lines from the Simpsons, and the jokes here range from unfunny to inappropriate and also are repeated to the point of boredom, flashbacks that are just as repetitive and to top it off pop culture references that just don't work. Instead of raising an eyebrow or laughing until my sides were sore, I found myself wincing. Maybe it is because I am not into this kind of humour,and sometimes Family Guy overdoes the controversial side of things so much that even that gets tiresome. Peter I think replaces Homer as the stupidest dad on animated show television, he can't do anything right, he is slow and obnoxious and he loves television and beer(sound familiar?). Also his antics are unfunny and predictable. Lois is really shallow and dull and a mother figure that I can't really relate to, Meg like Lois is dull, Chris has his moments but is almost as obnoxious and as unlikeable as Peter. In fact the only likable characters are Stewie and Brian, but Stewie often has motives that are really quite absurd. The musical numbers in my opinion are okay at best, lifeless at worst, very often they are nothing to rave about. The only redeeming qualities for me really other than Stewie and Brian are the wonderful, detailed animation and various vocal performances with Seth McFarlane being the best. Overall though, I don't like it, I just can't get into it. 2/10 Bethany Cox","2","27 April 2010"
"46","Everyone likes a little bit dark humor now & then. Family guy gave me the jokes others Won't dare to air. That's what makes the show funny .","10","4 September 2020"
"47","When Family Guy first premiered, I was not in a discriminating mood. With the 1990s containing a wealth of clever, surreal cartoons, why should I be? Nickelodeon produced Doug; Ren and Stimpy and Rockos Modern Life among other fine cartoons(Yes, this includes Spongebob).All had quirky, dreamlike animation and surprisingly sophisticated stories and dialog. The Simpsons became an outright phenomenon, perhaps not as brilliant as its biggest defenders claim it to be, but a very fine investment of your time and certainly dismisses the false axiom that all TV is junk. South Park started out as a crude but hilarious attack on everything with unique and intelligent satire underneath. It evolved to become a Monty Python- esquire show with outrageous concepts and brutally swift and sharp societal critiques(Such as their defense of the noble underpants gnomes) and eventually settled to be entirely self referential and ""meta"" like the Simpsons did, and has unfortunately jumped the shark. Family Guy is superficially like The Simpsons and South Park. It pushes buttons and is a favorite among college students and bestiality enthusiasts. However, what it has in loquacity it lacks in true wit.The show is famous for its use of gimmicks, especially for flashbacks. Many are references to bad TV sitcoms or commercials. Some are funny(Especially from the first two seasons), most are not. Are references inherently funny? I'm not sure, but they are mostly what the show stands on considering that its characters are painfully uninteresting. Where Homer and Bart have charm, and Cartman has an artillery of self awareness and pure outrageousness to back up his awful behavior, Peter Griffin has no excuse. He's just a loud, obnoxious pig. Anything funny coming from his character is only because the writers forget how to be unfunny that day. Lois is also very shallow and dull; Meg is a prop, only to be abused; Chris is borderline retarded and only occasionally funny, and the two main stars of the show(Stewie and Brian) are so inconsistent in their characterizations that it all really kind of pointless.Other gimmicks I can't stand are when a character points to something obviously and lingers on it for an uncomfortably long time. This happens a lot lately, and I can't bear it any longer. Not just the oft mentioned chicken that likes to beat Peter up, I'm talking about the painful moments where they talk about pop culture and prod it as if they are alien spectators. That's not wit or even ironic humor, it's totally boring and lifeless.Not that the show can't be funny, in fact some of the earlier episodes had me rolling. Highlights include the pilot episode, where Peter loses touch with reality after losing his precious television; when Peters religious zealot father shows up and wreaks havoc; When Peter becomes a narc at Megs school, and the ""pancake"" episode. I suspect these are the episodes that accidentally incorporated actual human traits in its characters, or merely were times the writers had actual comedic inspiration.One last thing, the show is not offensive. It's only offensive to those who wouldn't watch the show in the first place, so it's almost like a circle jerk to the choir of hipsters.","4","24 March 2009"
"48","At first this show was a great Black Comedy sitcom but slowly turned stale and tired.","8","8 May 2021"
"49","10 years and still going strong with Family Guy. From harasment to a Disney parody and herpes and so much more. Always a watch on Youtube, but be sure to buy the more saucy DVD editions.","10","18 October 2019"
"50","When this show came on..I had never seen such offensive animated material on basic cable..I think it does a better job in the offensive apartment then South Park did because South Park focused more on gross out humor and it's social attacks were more annoying than funny. Family Guy had me on the ground laughing..it was so morally corrupt..the use of flashback scenes were always funny. My favorite scene was when Peter as a teenager is pointing and laughing at a guy at his mother's funeral going ""haha he misses his mommy he misses his mommy"" in sing song..so cruel and funny. I am so angry that FOX jerked this show around. It kept going off and on off and on..never on a full season run..and even now I don't know if the show is cancelled cos they waited a whole full year without reruns before season 3 aired back around October..for a short period of time even though season 3 wasnt as funny..the humor toned down..it was still worthy to watch and keep on..and FOX has a real bad problem with shoving out too many crap shows and replacing the good ones..they need to cool it. Anyway a box set is out..I guess thats all I have to live on to enjoy this classic comedy",NA,"27 July 2002"
